,Unnamed: 0,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,id
12364,12364.0,Male,Loyal Customer,49.0,Business travel,Business,3259.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,0.0,satisfied,102748
57704,57704.0,Female,Loyal Customer,37.0,Business travel,Business,1773.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,18.0,0.0,satisfied,123538
33143,33143.0,Female,Loyal Customer,36.0,Business travel,Business,184.0,0.0,4.0,0.0,1.0,2.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,0.0,0.0,satisfied,124045
12438,12438.0,Male,Loyal Customer,55.0,Personal Travel,Eco,377.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,2.0,20.0,18.0,neutral or dissatisfied,21510
16666,16666.0,Male,Loyal Customer,29.0,Business travel,Business,1817.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,0.0,17.0,satisfied,97278
18140,18140.0,Male,Loyal Customer,19.0,Personal Travel,Eco,772.0,2.0,5.0,2.0,4.0,5.0,2.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,0.0,0.0,neutral or dissatisfied,1470
84787,84787.0,Female,disloyal Customer,38.0,Business travel,Business,236.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,0.0,0.0,neutral or dissatisfied,113257
10315,10315.0,Male,Loyal Customer,39.0,Business travel,Business,587.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,42.0,42.0,satisfied,109711
12344,12344.0,Male,Loyal Customer,47.0,Business travel,Business,2098.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,0.0,0.0,satisfied,24533
16078,16078.0,Female,Loyal Customer,56.0,Personal Travel,Eco,1706.0,3.0,2.0,3.0,3.0,5.0,2.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,14.0,0.0,neutral or dissatisfied,114012
61458,61458.0,Female,Loyal Customer,31.0,Business travel,Eco,433.0,3.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,13.0,1.0,satisfied,15371
72078,72078.0,Male,Loyal Customer,38.0,Business travel,Business,3018.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,0.0,satisfied,17483
12697,12697.0,Male,Loyal Customer,27.0,Business travel,Business,370.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,5.0,3.0,3.0,4.0,88.0,105.0,satisfied,51501
87543,87543.0,Female,Loyal Customer,60.0,Personal Travel,Eco,1205.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,0.0,0.0,neutral or dissatisfied,74772
58050,58050.0,Female,disloyal Customer,22.0,Business travel,Eco,399.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,52.0,46.0,neutral or dissatisfied,33616
101838,101838.0,Male,disloyal Customer,8.0,Business travel,Eco,925.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,9.0,4.0,neutral or dissatisfied,58200
101402,101402.0,Female,Loyal Customer,32.0,Business travel,Business,3904.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,16.0,2.0,satisfied,126140
44255,44255.0,Male,Loyal Customer,26.0,Business travel,Business,390.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,5.0,4.0,3.0,1.0,0.0,satisfied,115571
44398,44398.0,Female,Loyal Customer,59.0,Business travel,Business,314.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,80.0,69.0,satisfied,104969
84072,84072.0,Male,Loyal Customer,57.0,Business travel,Eco Plus,631.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,3.0,2.0,3.0,2.0,0.0,0.0,neutral or dissatisfied,68276
52512,52512.0,Female,Loyal Customer,13.0,Personal Travel,Business,223.0,2.0,5.0,0.0,5.0,3.0,0.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,3.0,0.0,0.0,neutral or dissatisfied,87949
6772,6772.0,Male,Loyal Customer,54.0,Business travel,Business,224.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,0.0,0.0,satisfied,26846
70895,70895.0,Female,disloyal Customer,29.0,Business travel,Eco,1034.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,5.0,5.0,1.0,5.0,2.0,0.0,4.0,neutral or dissatisfied,12104
21651,21651.0,Male,Loyal Customer,59.0,Business travel,Business,3180.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,0.0,0.0,satisfied,107906
81786,81786.0,Female,Loyal Customer,54.0,Business travel,Business,919.0,2.0,4.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,16.0,3.0,satisfied,110503
40212,40212.0,Male,Loyal Customer,45.0,Personal Travel,Eco,515.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,4.0,5.0,5.0,4.0,2.0,0.0,0.0,neutral or dissatisfied,88600
1983,1983.0,Male,Loyal Customer,39.0,Personal Travel,Eco,645.0,3.0,3.0,3.0,5.0,3.0,3.0,1.0,3.0,5.0,4.0,5.0,3.0,3.0,3.0,21.0,74.0,neutral or dissatisfied,82916
1256,1256.0,Female,Loyal Customer,38.0,Business travel,Business,1337.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,44.0,35.0,neutral or dissatisfied,123386
22130,22130.0,Male,Loyal Customer,41.0,Business travel,Business,1416.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,5.0,0.0,satisfied,55812
40707,40707.0,Male,Loyal Customer,36.0,Business travel,Eco,391.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,4.0,3.0,2.0,0.0,0.0,neutral or dissatisfied,42983
30467,30467.0,Male,Loyal Customer,46.0,Business travel,Business,692.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,2.0,1.0,satisfied,24985
100862,100862.0,Male,disloyal Customer,39.0,Business travel,Business,372.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,5.0,3.0,26.0,21.0,satisfied,63202
24014,24014.0,Female,disloyal Customer,43.0,Business travel,Business,368.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,,5.0,3.0,4.0,3.0,4.0,3.0,0.0,0.0,satisfied,77037
9735,9735.0,Female,Loyal Customer,31.0,Personal Travel,Business,539.0,3.0,5.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,1.0,4.0,neutral or dissatisfied,29779
73491,73491.0,Male,Loyal Customer,24.0,Business travel,Business,3080.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,15.0,satisfied,90042
7150,7150.0,Male,Loyal Customer,40.0,Business travel,Business,3906.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,7.0,1.0,satisfied,6727
1289,1289.0,Male,Loyal Customer,62.0,Business travel,Business,1475.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,0.0,15.0,neutral or dissatisfied,121730
46248,46248.0,Female,Loyal Customer,62.0,Personal Travel,Eco Plus,102.0,2.0,5.0,2.0,3.0,1.0,3.0,4.0,3.0,3.0,2.0,5.0,5.0,3.0,5.0,0.0,0.0,neutral or dissatisfied,33286
99581,99581.0,Female,Loyal Customer,30.0,Business travel,Business,3556.0,1.0,1.0,3.0,1.0,5.0,5.0,4.0,5.0,4.0,2.0,4.0,5.0,4.0,5.0,0.0,8.0,satisfied,44986
75334,75334.0,Male,disloyal Customer,26.0,Business travel,Eco,130.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,5.0,4.0,1.0,2.0,2.0,121.0,,neutral or dissatisfied,20497
21228,21228.0,Male,Loyal Customer,66.0,Personal Travel,Eco,369.0,3.0,5.0,3.0,3.0,1.0,3.0,2.0,1.0,4.0,1.0,2.0,2.0,3.0,1.0,20.0,8.0,neutral or dissatisfied,105397
31749,31749.0,Female,disloyal Customer,25.0,Business travel,Business,1084.0,2.0,0.0,2.0,5.0,2.0,2.0,1.0,2.0,3.0,4.0,4.0,5.0,5.0,2.0,81.0,86.0,neutral or dissatisfied,82970
7824,7824.0,Female,Loyal Customer,41.0,Business travel,Business,300.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,0.0,satisfied,22574
14215,14215.0,Male,Loyal Customer,51.0,Personal Travel,Eco,475.0,3.0,5.0,3.0,1.0,4.0,3.0,4.0,4.0,3.0,1.0,1.0,4.0,2.0,4.0,74.0,82.0,neutral or dissatisfied,19730
61770,61770.0,Female,Loyal Customer,39.0,Personal Travel,Eco,226.0,2.0,4.0,2.0,1.0,5.0,2.0,5.0,5.0,3.0,2.0,5.0,4.0,5.0,5.0,0.0,0.0,neutral or dissatisfied,113648
59385,59385.0,Female,Loyal Customer,39.0,Business travel,Business,399.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,0.0,0.0,satisfied,30067
96039,96039.0,Female,disloyal Customer,23.0,Business travel,Eco,163.0,5.0,0.0,5.0,4.0,3.0,5.0,3.0,3.0,5.0,3.0,5.0,1.0,3.0,3.0,0.0,0.0,satisfied,32097
6928,6928.0,Male,Loyal Customer,60.0,Business travel,Business,1066.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,10.0,neutral or dissatisfied,93143
63990,63990.0,Female,Loyal Customer,60.0,Business travel,Eco,372.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,0.0,0.0,satisfied,49165
71835,71835.0,Male,Loyal Customer,14.0,Personal Travel,Eco,109.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,5.0,4.0,2.0,0.0,0.0,neutral or dissatisfied,50874
50095,50095.0,Male,Loyal Customer,49.0,Business travel,Business,3016.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,1.0,4.0,satisfied,80805
20528,20528.0,Female,Loyal Customer,57.0,Business travel,Business,859.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,neutral or dissatisfied,29291
54433,54433.0,Female,disloyal Customer,25.0,Business travel,Eco,1111.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,5.0,4.0,4.0,4.0,2.0,3.0,5.0,0.0,9.0,neutral or dissatisfied,38326
44871,44871.0,Male,Loyal Customer,46.0,Business travel,Business,1975.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,0.0,0.0,satisfied,9899
73095,73095.0,Male,Loyal Customer,39.0,Personal Travel,Eco,237.0,2.0,5.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,0.0,13.0,neutral or dissatisfied,39179
36976,36976.0,Female,Loyal Customer,46.0,Business travel,Business,1987.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,70.0,66.0,satisfied,382
57948,57948.0,Male,Loyal Customer,43.0,Business travel,Business,1615.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,73.0,61.0,satisfied,87618
30621,30621.0,Female,Loyal Customer,51.0,Business travel,Business,3807.0,0.0,0.0,0.0,2.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0,5.0,2.0,3.0,1.0,0.0,satisfied,111798
31962,31962.0,Female,Loyal Customer,8.0,Personal Travel,Eco,821.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,5.0,4.0,1.0,5.0,5.0,neutral or dissatisfied,86763
37,37.0,Male,Loyal Customer,40.0,Personal Travel,Eco Plus,550.0,4.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,5.0,1.0,4.0,3.0,4.0,2.0,23.0,20.0,neutral or dissatisfied,48014
21834,21834.0,Female,Loyal Customer,43.0,Business travel,Business,247.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,0.0,3.0,satisfied,11425
5029,5029.0,Male,Loyal Customer,39.0,,Business,1966.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,0.0,2.0,satisfied,129635
85900,85900.0,Male,Loyal Customer,34.0,Business travel,Business,2704.0,1.0,1.0,2.0,1.0,5.0,5.0,5.0,3.0,5.0,4.0,2.0,5.0,4.0,5.0,0.0,0.0,satisfied,36765
77290,77290.0,Female,Loyal Customer,48.0,Business travel,Business,1746.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,0.0,4.0,satisfied,62923
82082,82082.0,Female,Loyal Customer,37.0,Personal Travel,Eco,386.0,2.0,5.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,5.0,3.0,5.0,3.0,9.0,12.0,neutral or dissatisfied,102554
91003,91003.0,Male,Loyal Customer,52.0,Business travel,Eco,2422.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,0.0,0.0,neutral or dissatisfied,68993
68522,68522.0,Female,Loyal Customer,53.0,Business travel,Business,334.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,43.0,47.0,satisfied,71400
61949,61949.0,Female,Loyal Customer,30.0,Personal Travel,Eco,370.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,4.0,3.0,,2.0,3.0,54.0,48.0,neutral or dissatisfied,118805
62143,62143.0,Female,Loyal Customer,53.0,Business travel,Business,189.0,4.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,16.0,satisfied,94160
42186,42186.0,Female,Loyal Customer,60.0,Personal Travel,Eco,319.0,3.0,5.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,0.0,0.0,neutral or dissatisfied,111060
84391,84391.0,Female,disloyal Customer,19.0,Business travel,Eco,204.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,0.0,1.0,neutral or dissatisfied,73663
96137,96137.0,Male,Loyal Customer,30.0,Business travel,Business,2845.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,118.0,107.0,neutral or dissatisfied,44422
15346,15346.0,Male,Loyal Customer,37.0,Business travel,Business,216.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,5.0,5.0,5.0,4.0,1.0,5.0,4.0,0.0,0.0,satisfied,32094
85991,85991.0,Male,disloyal Customer,45.0,Business travel,Eco,300.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,0.0,0.0,neutral or dissatisfied,22568
32240,32240.0,Male,disloyal Customer,37.0,Business travel,Business,361.0,5.0,5.0,5.0,1.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,3.0,0.0,0.0,satisfied,122672
58899,58899.0,Male,Loyal Customer,18.0,Personal Travel,Eco,200.0,2.0,5.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,5.0,1.0,5.0,1.0,1.0,0.0,0.0,neutral or dissatisfied,35796
88071,88071.0,Male,Loyal Customer,65.0,Personal Travel,Eco,1598.0,3.0,1.0,4.0,2.0,5.0,4.0,3.0,5.0,2.0,4.0,2.0,3.0,2.0,5.0,0.0,0.0,neutral or dissatisfied,78297
76821,76821.0,Male,disloyal Customer,44.0,Business travel,Business,2586.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,5.0,4.0,4.0,2.0,0.0,0.0,satisfied,91887
96917,96917.0,Male,Loyal Customer,26.0,Business travel,Eco,645.0,5.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,2.0,5.0,3.0,2.0,3.0,5.0,101.0,98.0,satisfied,16816
86535,86535.0,Female,Loyal Customer,56.0,Business travel,Business,2213.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,0.0,0.0,satisfied,27743
41484,41484.0,Male,Loyal Customer,16.0,Personal Travel,Eco,2342.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,40.0,34.0,neutral or dissatisfied,91400
101060,101060.0,Male,Loyal Customer,36.0,Business travel,Business,2951.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,0.0,neutral or dissatisfied,66552
94740,94740.0,Female,Loyal Customer,30.0,Personal Travel,Eco,590.0,4.0,2.0,5.0,4.0,4.0,5.0,4.0,4.0,1.0,5.0,3.0,3.0,3.0,4.0,0.0,4.0,neutral or dissatisfied,126387
39588,39588.0,Male,Loyal Customer,20.0,Business travel,Business,1983.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,0.0,0.0,satisfied,107232
54465,54465.0,Male,Loyal Customer,37.0,Business travel,Business,574.0,2.0,2.0,2.0,2.0,5.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,7.0,2.0,satisfied,47343
85186,85186.0,Male,Loyal Customer,43.0,Personal Travel,Eco,759.0,3.0,5.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,5.0,4.0,4.0,4.0,1.0,0.0,0.0,neutral or dissatisfied,100536
82070,82070.0,Male,Loyal Customer,51.0,Personal Travel,Eco,200.0,4.0,5.0,0.0,1.0,2.0,0.0,2.0,2.0,4.0,3.0,1.0,4.0,2.0,2.0,13.0,0.0,satisfied,35790
165,165.0,Female,Loyal Customer,26.0,Business travel,Eco Plus,680.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,1.0,3.0,5.0,12.0,27.0,satisfied,30704
84970,84970.0,Male,Loyal Customer,45.0,Business travel,Business,1750.0,5.0,5.0,5.0,5.0,4.0,1.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,1.0,0.0,0.0,satisfied,32068
23596,23596.0,Female,Loyal Customer,29.0,Business travel,Business,3534.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,1.0,4.0,65.0,52.0,satisfied,38011
32495,32495.0,Male,Loyal Customer,38.0,Business travel,Eco,169.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,1.0,1.0,5.0,0.0,0.0,satisfied,65920
60301,60301.0,Male,Loyal Customer,44.0,Business travel,Business,2075.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,38.0,29.0,satisfied,121221
83761,83761.0,Female,disloyal Customer,28.0,Business travel,Business,587.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,16.0,20.0,neutral or dissatisfied,97407
18564,18564.0,Male,Loyal Customer,29.0,Personal Travel,Eco,448.0,5.0,2.0,1.0,4.0,3.0,1.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,0.0,0.0,satisfied,22002
100700,100700.0,Female,Loyal Customer,55.0,Business travel,Business,2039.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,0.0,6.0,satisfied,1863
33875,33875.0,Male,Loyal Customer,70.0,Personal Travel,Eco,1747.0,1.0,1.0,1.0,,2.0,1.0,2.0,2.0,1.0,4.0,3.0,3.0,4.0,2.0,0.0,0.0,neutral or dissatisfied,80579
97001,97001.0,Female,Loyal Customer,56.0,Personal Travel,Eco,715.0,3.0,4.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,4.0,0.0,0.0,neutral or dissatisfied,112926
100382,100382.0,Female,disloyal Customer,21.0,Personal Travel,Eco,2182.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,neutral or dissatisfied,76326
79798,79798.0,Male,disloyal Customer,22.0,Business travel,Eco,1259.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,5.0,2.0,5.0,4.0,3.0,5.0,3.0,186.0,165.0,neutral or dissatisfied,75432
2239,2239.0,Male,Loyal Customer,69.0,Personal Travel,Eco,1947.0,3.0,5.0,3.0,2.0,1.0,3.0,1.0,1.0,5.0,3.0,5.0,3.0,4.0,1.0,0.0,0.0,neutral or dissatisfied,92521
32810,32810.0,Male,Loyal Customer,40.0,Business travel,Business,2422.0,0.0,0.0,0.0,4.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,0.0,3.0,satisfied,3554
49924,49924.0,Female,Loyal Customer,36.0,Business travel,Business,1723.0,2.0,2.0,1.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,113.0,88.0,satisfied,59052
7888,7888.0,Female,Loyal Customer,59.0,Personal Travel,Eco,1389.0,4.0,4.0,4.0,1.0,2.0,4.0,5.0,1.0,1.0,4.0,1.0,4.0,1.0,5.0,0.0,0.0,neutral or dissatisfied,69096
91411,91411.0,Male,Loyal Customer,33.0,Business travel,Business,632.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,neutral or dissatisfied,82698
31652,31652.0,Male,Loyal Customer,10.0,Personal Travel,Eco,268.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,0.0,0.0,neutral or dissatisfied,4940
61069,61069.0,Female,Loyal Customer,44.0,Business travel,Business,2704.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,27.0,39.0,neutral or dissatisfied,57749
54613,54613.0,Female,Loyal Customer,54.0,Business travel,Business,2584.0,3.0,3.0,3.0,3.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,14.0,0.0,satisfied,122346
64464,64464.0,Female,disloyal Customer,26.0,Business travel,Business,175.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0,neutral or dissatisfied,68637
56247,56247.0,Female,Loyal Customer,15.0,Business travel,Business,647.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,3.0,2.0,17.0,27.0,neutral or dissatisfied,128418
83076,83076.0,Male,Loyal Customer,53.0,Business travel,Business,957.0,1.0,3.0,3.0,3.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,76.0,70.0,neutral or dissatisfied,96759
6969,6969.0,Male,Loyal Customer,53.0,Business travel,Business,1881.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,95.0,98.0,satisfied,94334
17079,17079.0,Female,Loyal Customer,30.0,Business travel,Business,1717.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,36.0,36.0,satisfied,107960
101219,101219.0,Male,Loyal Customer,13.0,Personal Travel,Eco Plus,338.0,4.0,2.0,4.0,3.0,4.0,4.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,0.0,0.0,neutral or dissatisfied,117323
75175,75175.0,Female,disloyal Customer,36.0,Business travel,Eco,146.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,5.0,2.0,4.0,3.0,4.0,4.0,5.0,52.0,51.0,neutral or dissatisfied,43773
52498,52498.0,Male,Loyal Customer,48.0,Business travel,Business,1601.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,258.0,251.0,satisfied,60306
61649,61649.0,Female,Loyal Customer,35.0,Business travel,Eco,2475.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,18.0,neutral or dissatisfied,69567
36412,36412.0,Male,,24.0,Personal Travel,Eco,1062.0,4.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,5.0,5.0,2.0,0.0,3.0,neutral or dissatisfied,31337
79619,79619.0,Male,Loyal Customer,41.0,Personal Travel,Eco,438.0,1.0,2.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0,5.0,4.0,2.0,4.0,2.0,0.0,0.0,neutral or dissatisfied,6715
29999,29999.0,Female,Loyal Customer,51.0,Business travel,Eco,569.0,4.0,4.0,4.0,4.0,3.0,5.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,0.0,0.0,satisfied,28108
10063,10063.0,Male,disloyal Customer,36.0,Business travel,Eco,445.0,4.0,0.0,5.0,4.0,3.0,5.0,1.0,3.0,1.0,5.0,4.0,3.0,2.0,3.0,0.0,13.0,neutral or dissatisfied,48541
68949,68949.0,Female,disloyal Customer,24.0,Business travel,Eco,304.0,3.0,0.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,0.0,0.0,neutral or dissatisfied,83959
81783,81783.0,Female,disloyal Customer,23.0,Business travel,Eco,1389.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,5.0,0.0,18.0,neutral or dissatisfied,69111
52699,52699.0,Male,Loyal Customer,57.0,Business travel,Business,2454.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,3.0,3.0,4.0,3.0,5.0,3.0,5.0,25.0,10.0,satisfied,34322
39994,39994.0,Female,,15.0,Business travel,Business,2656.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,1.0,3.0,1.0,4.0,5.0,0.0,0.0,satisfied,27348
