age,education,default,housing,loan,contact,duration,campaign,pdays,previous,y,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_divorced,marital_married,marital_single,marital_unknown,poutcome_failure,poutcome_nonexistent,poutcome_success
40.1498,6,1,1,0,0,69.0,1,1,0,no,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
41.0,6,1,0,0,0,349.0,2,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
27.0,3,0,0,0,0,151.0,2,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
38.0,4,1,0,0,1,79.0,3,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
48.0,6,1,1,0,0,58.0,2,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
58.0,4,1,0,0,0,81.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
38.0,3,1,1,0,0,33.0,2,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
32.0,4,1,0,1,0,180.0,2,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
40.0,2,1,0,0,1,373.0,1,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
38.0,4,1,1,1,1,390.0,1,1,0,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
37.0,5,1,0,0,1,94.0,3,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
29.0,6,1,1,0,0,119.0,3,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
48.0,6,1,1,1,0,154.0,1,1,0,no,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
40.1498,1,0,0,0,1,79.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
45.0,6,1,0,0,1,72.0,2,1,0,no,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
31.0,5,1,1,0,1,707.0,1,1,0,yes,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
43.0,5,0,0,0,1,471.0,4,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
21.0,4,1,0,0,1,264.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
56.0,6,1,1,0,1,189.0,2,1,0,no,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
48.0,4,0,1,0,0,171.0,2,1,0,no,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
38.0,4,1,1,0,0,182.0,3,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
70.0,5,1,1,0,1,94.0,4,1,0,yes,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
39.0,5,0,1,1,0,65.0,1,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
35.0,4,1,0,0,0,179.0,21,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35.0,6,1,0,0,0,136.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
80.0,1,0,1,0,1,415.0,1,1,0,no,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
64.0,1,1,1,1,1,336.0,5,1,0,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
34.0,6,1,1,1,1,107.0,1,1,0,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
52.0,3,0,1,0,1,211.0,2,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
45.0,6,1,0,0,0,208.0,1,1,0,no,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
48.0,3,1,1,0,1,84.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
30.0,6,1,1,1,1,182.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
33.0,5,1,1,0,1,946.0,2,1,0,yes,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
52.0,4,1,0,0,1,139.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
28.0,3,1,1,1,1,576.0,2,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
37.0,4,1,0,0,1,151.0,2,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
53.0,6,0,1,0,1,59.0,1,1,1,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
43.0,4,1,1,0,0,82.0,6,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
28.0,4,1,1,0,0,367.0,4,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
34.0,6,1,1,0,1,149.0,3,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
40.1498,6,1,0,1,1,116.0,1,1,0,no,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
46.0,6,1,0,0,0,430.0,2,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
40.1498,3,1,1,0,1,196.0,2,1,0,yes,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
27.0,4,0,1,0,1,54.0,3,1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
46.0,6,1,0,0,1,338.0,3,1,0,no,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
40.0,2,0,0,0,0,49.0,1,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
41.0,2,0,1,0,0,167.0,2,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
27.0,5,1,0,0,1,234.0,1,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
48.0,4,1,1,0,1,835.0,1,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
35.0,4,1,1,0,1,159.0,3,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
50.0,6,1,1,0,1,204.0,5,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
35.0,5,1,1,0,1,172.0,2,1,1,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
30.0,4,1,0,0,1,167.0,3,1,0,no,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
32.0,6,0,1,0,1,71.0,4,1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
32.0,5,1,1,1,0,105.0,2,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
52.0,6,0,0,0,0,215.0,3,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
53.0,4,1,0,0,1,349.0,1,1,0,no,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
30.0,4,1,1,0,1,72.0,2,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
51.0,6,1,1,0,0,74.0,1,1,0,no,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
31.0,3,1,0,0,0,1248.0,3,1,0,yes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
43.0,4,1,1,0,1,182.0,1,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
31.0,6,1,1,0,1,8.0,4,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
51.0,4,0,1,0,0,182.0,2,1,0,no,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
45.0,1,0,1,0,1,618.0,1,1,0,no,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
32.0,6,1,1,0,0,2184.0,2,1,1,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
34.0,6,1,1,0,1,124.0,1,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
47.0,5,0,0,1,0,140.0,3,1,0,no,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
47.0,1,1,0,0,0,285.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
34.0,5,1,1,0,1,401.0,1,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
28.0,6,1,1,0,1,97.0,2,0,3,no,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
55.0,1,1,1,0,0,92.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
40.1498,6,1,0,0,1,272.0,1,1,2,yes,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
36.0,6,1,0,0,1,108.0,6,1,1,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39.0,6,0,1,0,1,74.0,1,1,1,no,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
43.0,3,1,0,0,0,323.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
22.0,4,1,1,0,0,293.0,5,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
53.0,6,1,0,0,1,198.0,2,1,0,no,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
47.0,6,1,0,0,0,303.0,3,1,0,no,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
34.0,4,0,0,0,1,267.0,2,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
58.0,6,1,0,0,0,136.0,1,1,0,no,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
35.0,6,1,1,0,1,502.0,2,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
29.0,6,1,0,0,1,63.0,2,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35.0,4,1,1,0,1,182.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
43.0,4,1,0,0,0,16.0,7,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
35.0,6,0,0,0,0,443.0,1,1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
37.0,6,1,0,0,0,202.0,2,1,1,no,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
40.1498,6,1,0,0,1,240.0,1,0,1,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
50.0,6,0,0,0,0,521.0,1,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
44.0,2,1,0,0,1,57.0,4,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
49.0,1,0,0,0,1,430.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
34.0,5,1,1,1,1,326.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
33.0,5,1,1,1,0,140.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
40.0,6,0,1,0,0,30.0,12,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
32.0,4,1,0,0,0,142.0,4,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
42.0,6,1,0,0,0,130.0,2,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
33.0,4,1,0,0,0,63.0,1,1,1,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
49.0,5,0,1,0,0,95.0,5,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
34.0,4,1,1,0,1,355.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
33.0,3,1,0,1,0,452.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
30.0,3,1,0,0,0,53.0,29,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
57.0,6,1,0,1,1,1441.0,2,1,0,yes,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
54.0,5,1,0,0,0,187.0,2,1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
58.0,1,1,1,0,1,144.0,1,1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
42.0,4,1,1,0,1,350.0,2,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
34.0,3,1,1,0,1,310.0,2,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
36.0,1,1,1,0,1,97.0,6,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
45.0,6,1,1,0,1,104.0,4,1,1,no,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
33.0,6,1,0,1,0,71.0,11,1,0,no,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
31.0,3,0,1,0,0,289.0,2,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35.0,4,1,1,0,0,81.0,4,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
51.0,1,1,0,1,0,85.0,5,1,0,no,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
88.0,1,1,1,0,1,48.0,1,1,0,no,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
35.0,5,1,1,0,1,251.0,1,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
32.0,3,0,0,0,0,89.0,5,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
48.0,3,1,0,0,1,296.0,1,0,3,yes,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
32.0,5,1,0,0,0,171.0,2,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
31.0,4,1,0,0,0,99.0,5,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
59.0,6,1,0,0,0,9.0,5,1,0,no,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
54.0,6,0,1,0,1,324.0,3,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
29.0,3,1,0,0,1,202.0,2,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
19.0,2,1,0,0,1,136.0,1,1,0,yes,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
29.0,4,1,1,0,1,151.0,2,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
34.0,5,1,0,0,0,260.0,4,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
45.0,3,1,1,1,0,347.0,6,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
44.0,4,1,0,0,1,95.0,3,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
37.0,4,0,1,0,1,285.0,2,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
52.0,3,0,0,0,1,272.0,2,1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
35.0,5,1,0,0,0,268.0,1,1,0,no,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
46.0,4,1,1,1,1,122.0,2,1,0,no,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
41.0,4,1,0,0,1,69.0,3,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
37.0,6,1,1,0,1,696.0,1,1,1,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39.0,3,1,1,0,1,250.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
40.0,4,1,0,0,0,201.0,3,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35.0,6,1,0,1,0,67.0,5,1,0,no,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
28.0,6,1,1,0,1,321.0,1,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
29.0,6,1,0,0,0,153.0,2,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
41.0,3,1,1,0,1,135.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
40.1498,6,0,1,0,0,76.0,2,1,0,no,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
41.0,6,0,0,0,1,96.0,2,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
57.0,5,1,0,0,0,27.0,7,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
43.0,2,1,1,0,0,1540.0,1,1,0,yes,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
46.0,4,1,0,1,0,197.0,2,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
43.0,5,1,0,0,1,165.0,1,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
39.0,6,1,1,0,1,407.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
65.0,4,1,1,0,1,117.0,1,1,2,no,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24.0,6,1,0,0,1,263.0,1,1,1,yes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
52.0,1,0,1,1,1,85.0,2,1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
40.1498,4,1,1,0,1,119.0,1,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
59.0,5,1,1,0,0,240.0,3,1,1,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
37.0,4,1,0,0,1,124.0,1,1,1,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
35.0,3,1,1,1,0,97.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
37.0,6,1,1,0,0,189.0,2,1,0,no,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
26.0,5,1,0,0,1,182.0,5,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
29.0,5,0,1,0,1,14.0,5,1,1,no,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
31.0,5,1,1,0,1,207.0,5,1,1,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
32.0,6,1,0,0,0,258.0,1,1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
51.0,6,1,1,0,1,147.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
30.0,6,1,1,0,1,118.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
32.0,6,1,0,1,0,254.0,21,1,0,no,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
31.0,4,0,0,0,1,77.0,2,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
40.0,3,0,1,0,0,242.0,3,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
25.0,4,1,0,0,1,171.0,2,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
48.0,1,1,0,0,1,134.0,7,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
33.0,6,1,0,1,0,128.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
48.0,6,1,0,0,0,360.0,1,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
51.0,1,0,1,0,0,249.0,2,1,0,no,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
32.0,4,1,1,0,1,434.0,2,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
36.0,4,0,1,0,0,100.0,4,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
40.1498,4,1,1,1,1,182.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
62.0,6,1,1,0,1,282.0,1,0,1,yes,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
36.0,2,1,0,0,1,238.0,1,1,0,yes,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
33.0,4,1,0,0,0,96.0,2,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
58.0,4,1,1,0,1,75.0,2,1,0,no,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
36.0,2,0,0,0,1,233.0,7,1,0,no,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
32.0,3,1,0,0,0,90.0,5,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
43.0,3,1,0,0,0,207.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
34.0,5,1,1,0,1,82.0,1,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
28.0,2,0,1,0,0,347.0,2,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
41.0,4,1,1,0,1,77.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
38.0,5,0,0,0,1,155.0,2,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
43.0,5,1,0,0,0,644.0,1,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
36.0,6,1,0,0,0,267.0,7,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35.0,4,0,1,0,1,277.0,3,1,0,no,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
45.0,1,1,0,0,0,81.0,3,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
34.0,6,1,0,0,0,703.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
50.0,1,1,0,1,1,849.0,1,1,0,yes,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
39.0,6,0,0,0,0,168.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
43.0,3,1,0,1,1,487.0,1,0,1,yes,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
55.0,1,1,0,0,1,199.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
34.0,6,1,1,0,1,377.0,6,0,1,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
35.0,4,1,1,0,1,52.0,1,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
32.0,5,1,0,0,1,35.0,1,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
35.0,3,1,0,1,0,188.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
34.0,6,1,0,1,1,196.0,2,0,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
37.0,6,1,1,0,1,447.0,3,1,0,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
47.0,4,1,0,0,1,532.0,1,1,0,yes,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
47.0,4,1,1,0,0,302.0,1,1,0,yes,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
39.0,4,1,0,0,0,227.0,1,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
35.0,4,1,1,0,1,84.0,1,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
49.0,6,1,1,0,1,283.0,3,0,1,yes,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
35.0,3,1,1,1,1,100.0,1,1,1,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
53.0,4,1,1,0,1,50.0,2,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
31.0,3,1,1,0,0,38.0,3,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
35.0,4,1,0,0,0,194.0,1,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
45.0,3,1,0,1,1,175.0,3,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35.0,2,1,1,1,0,305.0,3,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
36.0,4,0,1,0,1,371.0,1,1,0,no,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
56.0,1,1,1,0,0,665.0,1,1,0,no,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
42.0,1,1,0,0,0,134.0,3,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
39.0,1,1,0,0,1,975.0,2,1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
40.1498,6,1,0,0,0,220.0,1,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
36.0,2,1,1,1,1,273.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
46.0,4,1,0,0,1,325.0,2,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
31.0,3,1,0,0,1,284.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
51.0,4,1,0,1,1,181.0,2,1,1,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
