Customer,State,Response,Coverage,Education,Effective To Date,Gender,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,EmploymentStatus,Income
KU85991,California,Yes,Basic,High School or Below,1/2/2011,M,Suburban,Married,,8.0,23.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Call Center,312.0,Four-Door Car,Small,Employed,72421
LK49091,California,No,Extended,Bachelor,2/2/2011,F,Rural,Married,92.0,0.0,42.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Branch,148.820742,Four-Door Car,Large,Employed,62650
OK96130,California,No,Extended,High School or Below,2/12/2011,M,Suburban,Married,134.0,26.0,7.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Agent,898.914194,SUV,Medsize,Employed,37331
MN83273,California,Yes,Premium,High School or Below,1/31/2011,F,Suburban,Divorced,119.0,34.0,74.0,2.0,2.0,Personal Auto,Personal L3,Offer1,Call Center,571.2,Four-Door Car,Medsize,Employed,46587
NY89701,California,No,Extended,Bachelor,2/5/2011,F,Urban,Married,76.0,10.0,70.0,1.0,8.0,Personal Auto,Personal L3,Offer1,Agent,269.065636,Four-Door Car,Large,Employed,25320
FL30667,California,No,Extended,College,1/19/2011,F,Suburban,Married,79.0,2.0,34.0,1.0,2.0,Corporate Auto,Corporate L1,Offer4,Branch,460.889274,Four-Door Car,Small,Employed,22094
AW27717,California,No,Extended,High School or Below,1/8/2011,F,Rural,Single,92.0,4.0,31.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Branch,120.69808,Four-Door Car,Medsize,Disabled,12503
OL28568,California,No,Premium,Bachelor,2/7/2011,M,Suburban,Single,112.0,17.0,38.0,0.0,9.0,Personal Auto,Personal L2,Offer3,Branch,537.6,Four-Door Car,Medsize,Employed,69772
EA52579,California,No,Basic,Bachelor,2/26/2011,F,Suburban,Divorced,109.0,0.0,5.0,0.0,3.0,Personal Auto,Personal L1,Offer3,Call Center,523.2,SUV,Medsize,Unemployed,0
WZ96432,California,No,Basic,Master,2/19/2011,F,Suburban,Married,115.0,2.0,77.0,0.0,4.0,Corporate Auto,Corporate L3,Offer1,Branch,552.0,SUV,Medsize,Employed,32370
HC90344,California,No,Basic,Bachelor,2/9/2011,F,Suburban,Single,73.0,0.0,21.0,1.0,2.0,Corporate Auto,Corporate L2,Offer1,Branch,525.6,Four-Door Car,Medsize,Unemployed,0
SG59507,California,No,Basic,College,2/11/2011,F,Rural,Divorced,71.0,6.0,8.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Call Center,166.78838,Four-Door Car,Medsize,Employed,38222
HE85298,California,No,Basic,High School or Below,1/7/2011,F,Rural,Married,110.0,6.0,5.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Branch,6.342791,SUV,Medsize,Employed,32272
CR83581,California,No,Basic,College,2/5/2011,M,Suburban,Married,118.0,4.0,90.0,5.0,3.0,Personal Auto,Personal L2,Offer1,Agent,566.4,SUV,Small,Disabled,27816
MB15338,California,No,Basic,College,2/3/2011,M,Rural,Single,73.0,13.0,14.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Web,25.333594,Two-Door Car,Medsize,Employed,62134
YR10848,California,Yes,Premium,Bachelor,1/28/2011,F,Suburban,Single,103.0,14.0,79.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Branch,494.4,Two-Door Car,Medsize,Employed,69379
KA69047,California,No,Extended,Bachelor,2/2/2011,M,Rural,Single,88.0,24.0,53.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Web,39.579516,Four-Door Car,Medsize,Employed,68082
XE72624,California,No,Basic,High School or Below,2/15/2011,F,Suburban,Married,64.0,18.0,72.0,0.0,1.0,Corporate Auto,Corporate L1,Offer4,Branch,307.2,Four-Door Car,Small,Employed,34653
UN77671,California,No,Extended,College,1/23/2011,F,Rural,Married,92.0,17.0,12.0,0.0,3.0,Personal Auto,Personal L3,Offer3,Branch,106.528651,Two-Door Car,Medsize,Employed,26906
RN72721,California,No,Basic,High School or Below,1/21/2011,F,Suburban,Married,117.0,4.0,40.0,0.0,8.0,Personal Auto,Personal L2,Offer4,Branch,561.6,SUV,Medsize,Disabled,20903
LO94085,California,No,Extended,College,1/30/2011,F,Rural,Married,81.0,11.0,22.0,2.0,1.0,Personal Auto,Personal L1,Offer4,Web,41.694266,Two-Door Car,Medsize,Employed,80580
JR89623,California,No,Basic,High School or Below,2/21/2011,F,Rural,Married,67.0,29.0,0.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Branch,151.021648,Four-Door Car,Medsize,Employed,76025
VF65535,California,No,Extended,College,1/18/2011,F,Urban,Single,122.0,27.0,43.0,0.0,2.0,Corporate Auto,Corporate L2,Offer3,Agent,328.82872,SUV,Medsize,Employed,64937
CF95802,California,No,Basic,College,2/10/2011,M,Suburban,Single,114.0,9.0,27.0,0.0,5.0,Personal Auto,Personal L2,Offer2,Branch,820.8,SUV,Small,Unemployed,0
XX88364,California,Yes,Basic,Bachelor,2/18/2011,M,Suburban,Single,73.0,6.0,85.0,0.0,2.0,Corporate Auto,Corporate L3,Offer1,Agent,350.4,Four-Door Car,Medsize,Employed,97361
CK15380,California,No,Basic,High School or Below,2/12/2011,F,Urban,Married,72.0,16.0,57.0,0.0,1.0,Personal Auto,Personal L2,Offer3,Call Center,288.594641,Four-Door Car,Medsize,Disabled,20814
HS97983,California,No,Premium,High School or Below,2/20/2011,F,Suburban,Single,105.0,8.0,29.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,1212.054819,Four-Door Car,Small,Unemployed,0
CC92362,California,No,Premium,Bachelor,1/6/2011,M,Suburban,Married,116.0,2.0,87.0,0.0,3.0,Personal Auto,Personal L3,Offer2,Call Center,722.404711,Four-Door Car,Small,Disabled,18141
JW21133,California,No,Extended,Bachelor,2/10/2011,M,Suburban,Married,95.0,3.0,51.0,4.0,8.0,Personal Auto,Personal L3,Offer1,Branch,456.0,Two-Door Car,Small,Medical Leave,18820
YP72749,California,No,Basic,Bachelor,2/16/2011,F,Urban,Single,63.0,3.0,51.0,1.0,1.0,Corporate Auto,Corporate L1,Offer1,Agent,165.098152,Four-Door Car,Medsize,Employed,44662
KW99972,California,No,Extended,High School or Below,1/9/2011,F,Urban,Married,132.0,10.0,59.0,2.0,5.0,Personal Auto,Personal L3,Offer1,Branch,463.604317,Sports Car,Medsize,Employed,40332
NW62233,California,No,Basic,Master,1/28/2011,M,Urban,Married,66.0,17.0,65.0,0.0,3.0,Personal Auto,Personal L2,Offer4,Web,294.705573,Two-Door Car,Medsize,Employed,66467
HJ62427,California,No,Extended,College,1/2/2011,F,Rural,Married,87.0,1.0,95.0,0.0,1.0,Personal Auto,Personal L1,Offer1,Agent,169.386126,Four-Door Car,Medsize,Employed,90804
TA31436,California,No,Basic,Bachelor,1/9/2011,F,Suburban,Married,102.0,13.0,20.0,0.0,8.0,Corporate Auto,Corporate L3,Offer1,Agent,512.861063,Sports Car,Large,Employed,36737
ZK67670,California,No,Extended,Master,1/28/2011,F,Urban,Married,99.0,23.0,57.0,0.0,2.0,Corporate Auto,Corporate L2,Offer3,Agent,407.638917,Four-Door Car,Medsize,Employed,44207
QK82654,California,No,Premium,College,1/15/2011,M,Suburban,Single,286.0,3.0,3.0,0.0,9.0,Personal Auto,Personal L2,Offer1,Agent,2059.2,Luxury SUV,Small,Unemployed,0
GY43856,California,Yes,Basic,College,2/10/2011,F,Rural,Married,108.0,28.0,10.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Branch,112.660916,SUV,Large,Employed,75648
BA87216,California,No,Extended,College,1/20/2011,M,Suburban,Divorced,88.0,9.0,45.0,0.0,2.0,Personal Auto,Personal L2,Offer4,Web,422.4,Four-Door Car,Large,Employed,50555
OH83983,California,Yes,Extended,Doctor,2/1/2011,M,Suburban,Married,92.0,24.0,95.0,4.0,1.0,Personal Auto,Personal L2,Offer1,Branch,441.6,Two-Door Car,Medsize,Employed,31278
ZU83252,California,No,Basic,Master,2/9/2011,F,Rural,Married,,7.0,79.0,0.0,2.0,Personal Auto,Personal L3,Offer3,Web,3.406136,Four-Door Car,Medsize,Employed,61897
DN92191,California,No,Basic,Master,2/8/2011,M,Suburban,Divorced,70.0,4.0,33.0,0.0,2.0,Personal Auto,Personal L3,Offer4,Branch,810.907059,Four-Door Car,Small,Employed,68717
XR74007,California,No,Extended,Bachelor,1/31/2011,F,Rural,Married,88.0,18.0,52.0,0.0,1.0,Corporate Auto,Corporate L1,Offer3,Agent,94.507735,Four-Door Car,Medsize,Employed,62863
GB32334,California,No,Basic,College,2/10/2011,F,Urban,Married,68.0,13.0,63.0,0.0,8.0,Personal Auto,Personal L3,Offer2,Web,214.91451,Four-Door Car,Large,Employed,24702
QW59726,California,No,Basic,Master,1/12/2011,F,Suburban,Married,73.0,2.0,30.0,1.0,1.0,Personal Auto,Personal L2,Offer2,Agent,350.4,Four-Door Car,Medsize,Employed,87274
XO43812,California,No,Basic,Master,2/22/2011,M,Suburban,Married,199.0,4.0,75.0,0.0,1.0,Personal Auto,Personal L1,Offer4,Call Center,955.2,Luxury SUV,Medsize,Employed,56482
UI75273,California,No,Extended,High School or Below,1/27/2011,F,Suburban,Married,94.0,25.0,33.0,0.0,3.0,Corporate Auto,Corporate L3,Offer2,Call Center,451.2,Two-Door Car,Medsize,Employed,47727
MR76405,California,No,Extended,College,2/26/2011,F,Rural,Married,80.0,12.0,46.0,1.0,2.0,Corporate Auto,Corporate L2,Offer1,Agent,118.556928,Four-Door Car,Medsize,Employed,46530
VF65251,California,No,Basic,College,1/3/2011,M,Suburban,Single,189.0,23.0,14.0,0.0,1.0,Personal Auto,Personal L2,Offer4,Branch,1737.320276,Luxury SUV,Large,Unemployed,0
GH31245,California,No,Basic,High School or Below,1/24/2011,F,Urban,Married,105.0,6.0,90.0,0.0,2.0,Corporate Auto,Corporate L3,Offer3,Branch,284.211516,SUV,Medsize,Employed,73274
UW20734,California,No,Extended,College,1/9/2011,F,Rural,Married,89.0,28.0,50.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Branch,29.828668,Two-Door Car,Small,Employed,82918
KK61203,California,No,Premium,High School or Below,2/14/2011,M,Suburban,Married,103.0,25.0,88.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Web,494.4,Four-Door Car,Medsize,Medical Leave,20920
UQ54273,California,Yes,Basic,College,1/3/2011,M,Suburban,Divorced,66.0,13.0,43.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Web,316.8,Four-Door Car,Medsize,Retired,25251
PV48046,California,No,Extended,Master,2/19/2011,M,Suburban,Divorced,133.0,9.0,62.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Call Center,638.4,SUV,Large,Employed,39722
QW21219,California,Yes,Basic,High School or Below,1/27/2011,F,Suburban,Divorced,63.0,4.0,52.0,0.0,2.0,Corporate Auto,Corporate L1,Offer2,Agent,685.12694,Four-Door Car,Medsize,Unemployed,0
PR80703,California,No,Basic,Bachelor,2/9/2011,F,Rural,Married,71.0,17.0,88.0,0.0,9.0,Personal Auto,Personal L3,Offer1,Branch,171.685669,Four-Door Car,Medsize,Employed,51335
OI44122,California,No,Basic,Bachelor,2/14/2011,M,Suburban,Married,113.0,6.0,96.0,0.0,3.0,Personal Auto,Personal L2,Offer1,Agent,617.936885,SUV,Medsize,Employed,45600
YM44855,California,No,Premium,Master,2/14/2011,F,Rural,Single,167.0,3.0,43.0,1.0,1.0,Personal Auto,Personal L1,Offer1,Branch,289.77269,SUV,Small,Employed,52951
CS35098,California,No,Extended,College,1/11/2011,M,Urban,Married,84.0,20.0,13.0,0.0,2.0,Corporate Auto,Corporate L3,Offer2,Web,213.027868,Four-Door Car,Medsize,Employed,93920
VV57998,California,No,Basic,Bachelor,1/2/2011,M,Suburban,Single,71.0,17.0,22.0,0.0,1.0,Corporate Auto,Corporate L2,Offer1,Agent,340.8,Four-Door Car,Medsize,Unemployed,0
ZC17826,California,No,Basic,Bachelor,1/4/2011,M,Suburban,Single,64.0,2.0,99.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Call Center,307.2,Four-Door Car,Medsize,Unemployed,0
WD85096,California,No,Basic,Master,1/21/2011,F,Urban,Married,63.0,31.0,78.0,0.0,6.0,Corporate Auto,Corporate L3,Offer1,Agent,241.232198,Two-Door Car,Medsize,Disabled,27593
LZ57827,California,No,Basic,Bachelor,1/12/2011,M,Urban,Married,118.0,11.0,62.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Branch,352.311743,SUV,Medsize,Employed,37695
CV70978,California,No,Basic,Bachelor,2/1/2011,M,Suburban,Divorced,65.0,10.0,7.0,0.0,2.0,Personal Auto,Personal L2,Offer4,Agent,312.0,Four-Door Car,Medsize,Employed,97592
GQ42004,California,No,Basic,College,2/2/2011,M,Suburban,Married,74.0,12.0,68.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Call Center,355.2,Four-Door Car,Small,Unemployed,0
AV93209,California,No,Premium,High School or Below,1/11/2011,F,Suburban,Married,104.0,18.0,3.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,499.2,Four-Door Car,Medsize,Employed,31283
BV27017,California,No,Premium,College,2/6/2011,F,Suburban,Divorced,161.0,1.0,68.0,1.0,2.0,Corporate Auto,Corporate L1,Offer1,Agent,772.8,SUV,Medsize,Unemployed,0
VU71619,California,No,Basic,Bachelor,1/10/2011,M,Urban,Married,110.0,29.0,41.0,0.0,2.0,Personal Auto,Personal L3,Offer3,Agent,379.897943,SUV,Medsize,Employed,96402
FM12425,California,No,Extended,College,2/8/2011,M,Suburban,Divorced,247.0,21.0,39.0,0.0,7.0,Personal Auto,Personal L2,Offer1,Web,1321.584957,Luxury SUV,Medsize,Employed,26488
DY27031,California,No,Basic,High School or Below,1/28/2011,M,Suburban,Single,70.0,27.0,,3.0,3.0,Personal Auto,Personal L1,Offer1,Agent,432.835989,Four-Door Car,Large,Unemployed,0
UE75424,California,No,Extended,Doctor,2/22/2011,M,Rural,Married,133.0,24.0,68.0,0.0,4.0,Corporate Auto,Corporate L3,Offer1,Call Center,44.159065,SUV,Medsize,Employed,75728
MU67498,California,Yes,Basic,College,1/26/2011,F,Suburban,Married,66.0,16.0,77.0,0.0,2.0,Corporate Auto,Corporate L2,Offer2,Agent,316.8,Four-Door Car,Medsize,Unemployed,0
IX32007,California,No,Basic,Bachelor,1/6/2011,M,Suburban,Single,109.0,2.0,8.0,4.0,1.0,Personal Auto,Personal L2,Offer3,Call Center,1145.746845,SUV,Small,Unemployed,0
DF86803,California,No,Basic,High School or Below,2/14/2011,M,Suburban,Single,73.0,9.0,43.0,0.0,3.0,Corporate Auto,Corporate L3,Offer1,Agent,525.6,Four-Door Car,Medsize,Unemployed,0
JS10224,California,No,Basic,College,2/16/2011,F,Rural,Married,65.0,27.0,26.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Branch,10.36741,Four-Door Car,Medsize,Employed,76726
HA93483,California,No,Basic,Bachelor,2/12/2011,F,Suburban,Married,110.0,20.0,20.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Branch,808.618307,Sports Car,Small,Disabled,11811
WW80551,California,No,Basic,High School or Below,1/3/2011,M,Suburban,Single,63.0,6.0,58.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Branch,453.6,Four-Door Car,Small,Unemployed,0
WI89701,California,No,Basic,College,1/11/2011,F,Suburban,Married,74.0,2.0,34.0,0.0,9.0,Personal Auto,Personal L3,Offer1,Branch,432.4081,Two-Door Car,Medsize,Unemployed,0
JQ81164,California,No,Extended,College,1/28/2011,F,Suburban,Married,85.0,15.0,28.0,0.0,6.0,Corporate Auto,Corporate L1,Offer1,Agent,408.0,Two-Door Car,Large,Disabled,26628
KA25468,California,No,Basic,Master,2/3/2011,M,Suburban,Married,61.0,8.0,32.0,0.0,8.0,Personal Auto,Personal L3,Offer1,Web,379.075927,Four-Door Car,Small,Employed,46177
IW31117,California,No,Basic,Doctor,2/16/2011,M,Rural,Single,71.0,16.0,79.0,0.0,4.0,Personal Auto,Personal L2,Offer1,Agent,79.293115,Two-Door Car,Large,Employed,21142
MI91352,California,Yes,Basic,Bachelor,1/27/2011,M,Suburban,Married,71.0,16.0,38.0,0.0,2.0,Personal Auto,Personal L1,Offer2,Call Center,791.878042,Four-Door Car,Medsize,Employed,25998
CP93345,California,No,Basic,Bachelor,2/15/2011,F,Urban,Divorced,73.0,8.0,39.0,2.0,1.0,Corporate Auto,Corporate L3,Offer2,Call Center,319.867735,Four-Door Car,Large,Employed,85300
CZ20440,California,No,Basic,High School or Below,1/28/2011,F,Suburban,Single,62.0,1.0,2.0,1.0,7.0,Corporate Auto,Corporate L2,Offer1,Agent,403.991524,Four-Door Car,Large,Unemployed,0
KZ35883,,No,Premium,College,2/3/2011,F,Rural,Married,118.0,23.0,3.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Branch,51.549119,Four-Door Car,Medsize,Employed,91541
SJ30138,California,No,Basic,High School or Below,1/2/2011,M,Suburban,Divorced,118.0,12.0,88.0,0.0,1.0,Corporate Auto,Corporate L3,Offer1,Call Center,566.4,SUV,Medsize,Unemployed,0
AO77635,California,No,Basic,College,1/2/2011,F,Rural,Married,102.0,8.0,98.0,0.0,1.0,Personal Auto,Personal L2,Offer3,Branch,245.693546,SUV,Medsize,Employed,28987
PJ36160,California,No,Basic,Bachelor,2/9/2011,M,Urban,Single,103.0,27.0,65.0,0.0,2.0,Personal Auto,Personal L2,Offer3,Agent,366.0396,SUV,Small,Employed,83589
XT41916,California,No,Basic,High School or Below,2/11/2011,F,Suburban,Single,72.0,9.0,84.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Agent,375.204446,Four-Door Car,Medsize,Unemployed,0
EA61783,California,No,Basic,Bachelor,1/15/2011,F,Suburban,Single,110.0,20.0,51.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Branch,528.0,SUV,Medsize,Employed,35868
IS12075,California,No,Basic,High School or Below,1/26/2011,F,,Single,71.0,9.0,2.0,1.0,7.0,Corporate Auto,Corporate L1,Offer3,Web,653.726919,Four-Door Car,Small,Unemployed,0
QV14053,California,No,Basic,High School or Below,1/5/2011,M,Rural,Divorced,68.0,25.0,69.0,0.0,1.0,Personal Auto,Personal L3,Offer4,Web,63.760358,Two-Door Car,Medsize,Employed,53807
ZZ68210,California,No,Premium,High School or Below,1/26/2011,M,Suburban,Single,110.0,27.0,89.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Call Center,1004.755092,Four-Door Car,Medsize,Unemployed,0
BT57285,California,No,Extended,High School or Below,2/13/2011,M,Suburban,Married,124.0,32.0,39.0,0.0,1.0,Personal Auto,Personal L1,Offer1,Agent,595.2,SUV,Medsize,Unemployed,0
UF88512,California,No,Extended,Bachelor,1/17/2011,M,Suburban,Single,96.0,14.0,61.0,0.0,8.0,Corporate Auto,Corporate L3,Offer2,Web,,Four-Door Car,Medsize,Employed,57517
RI76399,California,No,Basic,High School or Below,2/26/2011,F,Suburban,Married,63.0,7.0,70.0,0.0,2.0,Corporate Auto,Corporate L2,Offer1,Agent,302.4,Two-Door Car,Medsize,Employed,37109
OY95386,California,No,Basic,Bachelor,2/5/2011,F,Suburban,Married,115.0,21.0,62.0,0.0,9.0,Personal Auto,Personal L2,Offer3,Branch,552.0,SUV,Medsize,Unemployed,0
BJ58596,California,No,Basic,High School or Below,2/24/2011,F,Suburban,Single,72.0,22.0,55.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Branch,518.4,Two-Door Car,Large,Unemployed,0
HV75193,California,No,Basic,Master,2/7/2011,F,Urban,Married,73.0,12.0,80.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Call Center,262.086021,Four-Door Car,Medsize,Disabled,26924
LI81655,California,No,Premium,Master,2/26/2011,M,Suburban,Married,167.0,31.0,44.0,1.0,1.0,Personal Auto,Personal L2,Offer4,Agent,801.6,Sports Car,Medsize,Employed,21586
XP61922,California,Yes,Basic,Bachelor,1/21/2011,F,Rural,Single,63.0,11.0,2.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Web,61.769564,Four-Door Car,Medsize,Employed,89451
JA12512,California,No,Basic,Bachelor,2/16/2011,F,Urban,Married,68.0,25.0,13.0,0.0,5.0,Personal Auto,Personal L3,Offer1,Agent,230.436256,Two-Door Car,Medsize,Employed,97424
FP20500,California,No,Extended,Bachelor,2/18/2011,M,Suburban,Single,89.0,5.0,16.0,0.0,3.0,Corporate Auto,Corporate L1,Offer1,Agent,850.175941,Two-Door Car,Medsize,Unemployed,0
MS88882,California,No,Extended,College,1/11/2011,M,Suburban,Single,77.0,5.0,72.0,0.0,6.0,Personal Auto,Personal L3,Offer2,Agent,480.925301,Two-Door Car,Medsize,Disabled,24636
QH52104,California,No,Premium,Master,1/18/2011,M,Suburban,Single,104.0,25.0,87.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Call Center,499.2,Four-Door Car,Medsize,Unemployed,0
BM92346,California,Yes,Extended,High School or Below,1/5/2011,F,Suburban,Married,97.0,0.0,40.0,0.0,1.0,Personal Auto,Personal L1,Offer3,Agent,558.099357,Four-Door Car,Small,Employed,66676
NS23754,California,No,Basic,High School or Below,2/9/2011,F,Suburban,Married,65.0,14.0,66.0,0.0,1.0,Corporate Auto,Corporate L3,Offer3,Call Center,312.0,Four-Door Car,Large,Employed,21375
ZG54759,California,No,Basic,College,1/17/2011,F,Urban,Divorced,73.0,4.0,89.0,1.0,1.0,Corporate Auto,Corporate L2,Offer1,Branch,268.710908,Four-Door Car,Medsize,Employed,41408
LI31082,California,Yes,Basic,Bachelor,1/7/2011,F,Urban,Married,106.0,34.0,36.0,1.0,2.0,Personal Auto,Personal L2,Offer1,Branch,419.365958,SUV,Medsize,Employed,73054
UY51200,California,No,Basic,College,1/9/2011,M,Urban,Married,112.0,21.0,65.0,1.0,6.0,Corporate Auto,Corporate L3,Offer1,Agent,436.494292,SUV,Medsize,Employed,77104
UV44323,California,No,Extended,College,1/6/2011,F,Suburban,Married,133.0,11.0,95.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Branch,638.4,SUV,Large,Unemployed,0
TO55166,California,No,Basic,Bachelor,1/12/2011,M,Rural,Married,65.0,23.0,93.0,0.0,1.0,Personal Auto,Personal L2,Offer3,Branch,91.464233,Two-Door Car,Medsize,Employed,72766
TZ28073,California,No,Basic,Bachelor,1/10/2011,M,Suburban,Married,112.0,0.0,86.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Branch,537.6,SUV,Medsize,Employed,23352
UF31027,California,No,Basic,College,1/28/2011,F,Urban,Married,107.0,31.0,46.0,1.0,1.0,Personal Auto,Personal L3,Offer1,Agent,500.665061,SUV,Small,Employed,76778
UV48386,California,No,Basic,Master,1/25/2011,M,Suburban,Married,67.0,24.0,17.0,0.0,1.0,Corporate Auto,Corporate L1,Offer1,Branch,360.670642,Four-Door Car,Medsize,Employed,40154
HO74982,California,No,Basic,Bachelor,1/24/2011,F,Suburban,Married,68.0,19.0,36.0,3.0,7.0,Personal Auto,,Offer3,Call Center,335.936021,Two-Door Car,Small,Employed,74888
BD12981,California,No,Basic,College,1/30/2011,F,Urban,Single,74.0,29.0,1.0,1.0,9.0,Personal Auto,Personal L2,Offer1,Agent,277.225868,Four-Door Car,Medsize,Employed,39337
JC18314,California,No,Extended,Bachelor,1/10/2011,M,Suburban,Divorced,90.0,16.0,0.0,0.0,4.0,Personal Auto,Personal L1,Offer2,Agent,432.0,Two-Door Car,Medsize,Employed,28121
BP90016,California,No,Basic,Master,2/27/2011,M,Urban,Married,103.0,8.0,49.0,0.0,3.0,Corporate Auto,Corporate L3,Offer3,Agent,323.607074,SUV,Small,Employed,78032
PS23376,California,No,Basic,High School or Below,2/26/2011,F,Rural,Married,70.0,34.0,33.0,0.0,4.0,Corporate Auto,Corporate L2,Offer1,Branch,64.855035,Two-Door Car,Large,Employed,69668
LX30483,California,No,Basic,College,2/1/2011,,Suburban,Single,102.0,2.0,36.0,3.0,1.0,Personal Auto,Personal L2,Offer1,Agent,489.6,SUV,Medsize,Unemployed,0
FQ93665,California,No,Basic,High School or Below,1/20/2011,F,Suburban,Married,67.0,16.0,34.0,0.0,2.0,Corporate Auto,Corporate L3,Offer2,Agent,705.42264,Four-Door Car,Small,Employed,21911
LG73224,California,No,Basic,High School or Below,1/20/2011,M,Suburban,Single,68.0,16.0,73.0,0.0,1.0,Personal Auto,Personal L2,Offer4,Web,379.281455,Four-Door Car,Medsize,Employed,52572
WJ92113,California,No,Premium,Bachelor,2/24/2011,F,Suburban,Married,116.0,22.0,95.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,556.8,Four-Door Car,Medsize,Employed,91061
ZT26848,California,No,Basic,High School or Below,1/19/2011,M,Urban,Married,105.0,1.0,79.0,0.0,6.0,Personal Auto,Personal L3,Offer1,Agent,377.561463,SUV,Medsize,Employed,40447
SO42230,California,No,Extended,Master,2/17/2011,F,Rural,Married,90.0,8.0,96.0,0.0,8.0,Personal Auto,Personal L3,Offer1,Agent,88.765534,Two-Door Car,Large,Medical Leave,22490
VB65967,California,No,Extended,Bachelor,1/18/2011,M,Urban,Married,138.0,3.0,58.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Branch,386.258495,SUV,Medsize,Employed,49331
ED82243,California,Yes,Basic,College,1/23/2011,M,Suburban,Married,63.0,32.0,19.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,302.4,Four-Door Car,Medsize,Retired,26806
AU62013,California,No,Basic,Doctor,2/25/2011,F,Urban,Married,102.0,7.0,55.0,0.0,2.0,Personal Auto,Personal L1,Offer1,Branch,296.209127,Sports Car,Small,Employed,67572
TT68630,California,No,Extended,Bachelor,1/27/2011,F,Suburban,Married,83.0,3.0,12.0,0.0,1.0,Personal Auto,Personal L1,Offer2,Call Center,398.4,Two-Door Car,Medsize,Employed,90213
RV82726,California,No,Premium,High School or Below,2/4/2011,M,Suburban,Married,112.0,16.0,69.0,0.0,1.0,Personal Auto,Personal L3,Offer4,Branch,537.6,Four-Door Car,Medsize,Employed,22768
VC11777,California,No,Basic,High School or Below,2/23/2011,F,Suburban,Single,65.0,20.0,43.0,2.0,9.0,Personal Auto,Personal L1,Offer1,Branch,342.913243,Four-Door Car,Small,Employed,80521
HZ68892,California,No,Basic,College,1/16/2011,M,Suburban,Married,115.0,6.0,96.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Call Center,556.568103,Sports Car,Large,Employed,85245
RY44243,California,No,Basic,College,1/17/2011,F,Rural,Married,73.0,11.0,14.0,0.0,3.0,Personal Auto,Personal L2,Offer3,Agent,61.570877,Four-Door Car,Medsize,Employed,65602
DR77989,California,No,Basic,College,1/25/2011,M,Urban,Divorced,68.0,16.0,12.0,0.0,7.0,Personal Auto,Personal L1,Offer1,Call Center,199.23876,Four-Door Car,Medsize,Unemployed,0
PU25344,California,No,Basic,Bachelor,1/27/2011,M,Suburban,Single,106.0,24.0,77.0,0.0,6.0,Personal Auto,Personal L2,Offer1,Call Center,1247.79856,SUV,Large,Unemployed,0
NC80854,California,No,Basic,College,1/9/2011,F,Suburban,Single,71.0,22.0,57.0,0.0,9.0,Personal Auto,Personal L2,Offer3,Agent,511.750971,Four-Door Car,Medsize,Unemployed,0
PG90331,California,No,Basic,College,2/14/2011,M,Suburban,Married,70.0,19.0,8.0,0.0,2.0,Personal Auto,Personal L2,Offer3,Agent,336.0,Two-Door Car,Medsize,Disabled,11656
